Irn,SellerGstin,BuyerGstin,DocNo,DocDt,AssAmt,IgstAmt,TotalVal
7f448f48860a44dcbb8928c3690c40f4,14ABCDE9891F1Z707,30ABCDE6530F1Z17,INV-6547,2023-11-28,323639.01,58255.02,381894.03
6f4608737bf54e408cf4c94d87bf9974,07BBBBB2026B1Z18,11ABCDE5920F1Z25,MISSPELLED-123,2023-10-02,459838.46,82770.92,542609.38
6723ba2d1d87403186cd00af7405fb96,13ABCDE8879F1Z881,27ABCDE2814F1Z6,INV-6613,2023-07-30,223267.04,40188.07,263455.11
ca955e28d961425d9f1e7714ca33c91a,17ABCDE9252F1Z108,33ABCDE6274F1Z1,INV-6631,2023-10-14,159461.51,28703.07,188164.58000000002
48262cd3ec4b4c55829e480d475c0974,34ABCDE4502F1Z972,36ABCDE7412F1Z22,INV-6639,2023-10-16,226676.95,40801.85,267478.8
2ca353a28d814068ba908cae03a4195b,29ABCDE9213F1Z98,35ABCDE4671F1Z18,INV-6666,2024-01-11,376745.58,67814.2,444559.78
4bca51e9f302424eaa89890bb01b09f6,14ABCDE5616F1Z269,30ABCDE7513F1Z15,INV-6671,2023-12-31,106115.89,19100.86,125216.75
e6be7664ed4b4076acc9689e669ed5ff,17ABCDE1295F1Z955,15ABCDE2773F1Z41,INV-6709,2023-08-20,436766.07,78617.89,515383.96
7817a08be90b4c3ea02207793f4e7474,35ABCDE6775F1Z1039,22ABCDE6648F1Z3,INV-6714,2023-12-16,376596.58,67787.38,444383.96
88a8193931944d44b1175a623dec9718,23ABCDE6617F1Z1175,29ABCDE7299F1Z30,INV-6718,2023-12-22,81849.06,14732.83,96581.89
4c9f3a2496714a948e41b6808fa7f690,29ABCDE2567F1Z246,25ABCDE1216F1Z7,INV-6720,2023-07-29,375347.99,67562.64,442910.63
fd228618c2e74d19a2c4d17af8da3ae3,29ABCDE9845F1Z945,24ABCDE5728F1Z16,INV-6733,2024-01-20,397185.12,71493.32,468678.44
b408dbb4d96e428d87d2e3694e3c92d9,29ABCDE9837F1Z244,33ABCDE6274F1Z1,INV-6744,2023-04-09,250058.01,45010.44,295068.45
d395a6a171b04f58abb58d2f2f18f323,30ABCDE5381F1Z784,12ABCDE5551F1Z35,INV-6770,2023-07-21,58960.81,10612.95,69573.76
dcd20c6f106f49abac29dcac8bd35864,14ABCDE9777F1Z703,26ABCDE7298F1Z10,INV-6789,2023-08-04,158252.13,28485.38,186737.51
cfecac4ea22a4d0cb7ac97f3a822bf3a,32ABCDE6190F1Z273,29ABCDE7299F1Z30,INV-6798,2023-05-20,208871.12,37596.8,246467.91999999998
065c744d958e4f20a2cde67bff3c959f,12ABCDE9551F1Z308,14ABCDE8703F1Z4,INV-6803,2023-08-04,89053.09,16029.56,105082.65
a0b3c73d973c4284b9dfeeab707fe1f9,11ABCDE3591F1Z555,35ABCDE9331F1Z9,INV-6809,2023-06-22,60179.71,10832.35,71012.06
c9a3a91bd44e4593a393d316bf23bf34,25ABCDE7716F1Z219,25ABCDE1216F1Z7,INV-6814,2023-07-14,301126.58,54202.78,355329.36
99d920fc799a42c1b63e1370c370e500,25ABCDE1216F1Z7,32ABCDE7693F1Z8,INV-6827,2023-11-10,256987.28,46257.71,303244.99
74d33614662a4b0498655a27500ca6cf,29ABCDE9213F1Z98,14ABCDE8703F1Z4,INV-6859,2023-06-09,400275.44,72049.58,472325.02
2ae8cdf4a76541d5b64b659b09e33295,35ABCDE3257F1Z1105,31ABCDE4676F1Z28,INV-7017,2023-07-04,425328.69,76559.16,501887.85
e578348325254392bbf74df2aeb4ddf3,13ABCDE8839F1Z161,25ABCDE1216F1Z7,INV-7088,2023-10-10,140964.87,25373.68,166338.55
73c1ad906c5842f4bbd802e5367ec279,07BBBBB1510B1Z161,12ABCDE9263F1Z12,INV-7110,2023-08-02,109078.6,19634.15,128712.75
bf88fbe7bcd44cf397a5fc23dea5f14e,26ABCDE5038F1Z1047,13ABCDE1278F1Z36,INV-7124,2023-07-06,449179.6,80852.33,530031.9299999999
8cb45ff4fa624f9190baaeff4e79c78b,18ABCDE2874F1Z642,26ABCDE7298F1Z10,INV-7157,2023-12-09,249975.62,44995.61,294971.23
da3d503e83f04f83bba9b13c486ca44c,28ABCDE9326F1Z510,24ABCDE5728F1Z16,INV-7169,2023-04-08,309531.1,55715.6,365246.69999999995
bda751d238df4d01a4af2cdb8ca274e0,23ABCDE1469F1Z698,29ABCDE7299F1Z30,INV-7182,2023-09-29,386517.77,69573.2,456090.97000000003
d7cb08f409044aeb8794250226d51ebb,19ABCDE2700F1Z42,31ABCDE8067F1Z20,INV-7194,2024-01-09,63857.57,11494.36,75351.93
196621bf726e4f209852dfd6b4934388,30ABCDE7169F1Z992,20ABCDE8432F1Z5,INV-7214,2023-11-28,89275.79,16069.64,105345.43
7d9e07887b2141c0a8d476b975f9dcce,14ABCDE9542F1Z352,31ABCDE4676F1Z28,INV-7215,2023-12-04,444240.33,79963.26,524203.59
7227e6deb953477c84563ee3f7514deb,24ABCDE1154F1Z153,31ABCDE7167F1Z32,INV-7245,2024-01-11,220244.17,39643.95,259888.12
03d2c1784d5a4d8e9d4deac3ac55c3cd,32ABCDE1904F1Z148,35ABCDE9331F1Z9,INV-7271,2023-12-06,105056.08,18910.09,123966.17
8c537b4dc26d4e58b1fbd732645ec949,27ABCDE3452F1Z560,27ABCDE6371F1Z47,INV-7275,2023-06-11,174452.05,31399.57,205841.62
b24c486c228a4f7193e1dde330c3e3b2,15ABCDE9853F1Z1027,16ABCDE8074F1Z40,INV-7286,2023-05-06,366700.18,66006.03,432706.20999999996
9dfc822ce01d45d59e60bed3aaa5fc73,13ABCDE8211F1Z158,13ABCDE3199F1Z27,INV-7341,2023-06-20,331984.24,59757.16,391741.4
53a541ffaf7f41228b2a56671abf51b6,10ABCDE5485F1Z589,18ABCDE3334F1Z13,INV-7350,2023-12-07,396393.93,71350.91,467744.83999999997
60bf86bb25764941a38eea0063d09e49,27ABCDE6431F1Z520,22ABCDE6648F1Z3,INV-7371,2023-08-28,395826.99,71248.86,467075.85
2cfde1d0bb8a4b57896ad53f41c45cb8,10ABCDE5607F1Z1188,30ABCDE7513F1Z15,INV-7394,2023-06-09,398154.2,71667.76,469821.96
279011000d6c4ddb9c50a0ba548b0c53,20ABCDE8709F1Z617,31ABCDE4676F1Z28,INV-7416,2023-05-01,367402.53,66132.46,433534.99000000005
250c6d1c9d8e40a6815f2d976f048d38,07BBBBB5425B1Z391,14ABCDE8703F1Z4,INV-7459,2023-11-04,491039.57,88387.12,579426.69
f4bf5e536ed048c0815c4dca699822f7,25ABCDE7110F1Z850,35ABCDE5420F1Z38,INV-7464,2023-07-03,215696.64,38823.6,254510.24000000002
5bc40e7404bd4d0a95ac43a4391a7278,29ABCDE8493F1Z480,26ABCDE4287F1Z21,INV-7499,2023-10-02,309521.18,55713.81,365234.99
2a92711df39a448dbfb441c87026e31a,07BBBBB7489B1Z6,11ABCDE5920F1Z25,INV-7528,2023-05-13,417665.66,75179.82,492845.48
794dfd576d8346f0a435d60924df0959,07BBBBB3076B1Z240,29ABCDE7299F1Z30,INV-7539,2023-10-11,184380.35,33188.46,217568.81
e8a68b332fa84123a5ca4df0f4c1f0d2,36ABCDE8262F1Z216,13ABCDE3199F1Z27,INV-7555,2023-11-04,187914.09,33824.54,221738.63
b9d66bf1e923414697dd01ade3e2f67f,19ABCDE1740F1Z986,27ABCDE6371F1Z47,INV-7561,2024-01-11,214058.8,38530.58,252589.38
c58157164d9e4e2d8b8ff270c773d0ab,24ABCDE9303F1Z485,12ABCDE9263F1Z12,INV-7613,2023-12-11,129138.93,23245.01,152383.94
d4390a6324b64381b4e3a45c6d0be54a,20ABCDE2036F1Z783,16ABCDE8074F1Z40,INV-7640,2023-07-29,129378.35,23288.1,152666.45
c0f83e5474b94ec0a8d5a5c52219ee74,36ABCDE2747F1Z221,30ABCDE7513F1Z15,INV-7641,2023-12-26,311525.71,56074.63,367600.34
3261c127cfae47a2856b957d88853b2b,30ABCDE7387F1Z769,25ABCDE1216F1Z7,INV-7749,2023-09-20,291848.84,52532.79,344381.63
3d4789cf7fc345fc9468c03e5fe7dc1f,21ABCDE1578F1Z492,21ABCDE9896F1Z45,INV-7755,2024-01-19,407016.78,73263.02,480279.80000000005
d04fbf50b2e14512baaf3dc29cd8484b,16ABCDE8753F1Z916,25ABCDE8939F1Z26,INV-7762,2023-05-13,467519.38,84153.49,551672.87
38086497417945d197ee5cb38482f664,14ABCDE5954F1Z1159,14ABCDE4898F1Z43,INV-7828,2023-06-22,462526.84,83254.83,545781.67
5aae848f1b484c9dac5ddd9659433013,20ABCDE1055F1Z952,14ABCDE8703F1Z4,INV-7877,2023-11-18,320925.78,57766.64,378692.42000000004
10d1059ffdd64ec5abbeeec19f27ed58,27ABCDE4756F1Z1051,32ABCDE7693F1Z8,INV-7889,2023-10-26,354862.27,63875.21,418737.48000000004
e32cf286d59f4af78bd8b7b02f23072a,16ABCDE1192F1Z351,33ABCDE3742F1Z33,INV-7922,2023-11-28,486230.17,87521.43,573751.6
45cfbd960a1449abae0436d470acb173,28ABCDE7289F1Z1073,13ABCDE1278F1Z36,INV-7925,2023-11-29,88488.8,15927.98,104416.78
eb57c340a0dd4c2aba26c501adef5080,17ABCDE2947F1Z424,18ABCDE1814F1Z2,INV-7952,2023-04-11,440579.57,79304.32,519883.89
c6e1f920d42d4785a95952a8309b0835,07BBBBB3363B1Z415,33ABCDE3742F1Z33,INV-7961,2023-09-30,394408.38,70993.51,465401.89
027d27b08b9b4027b1119885c71365e7,30ABCDE2719F1Z987,33ABCDE6704F1Z39,INV-8031,2023-12-18,111797.33,20123.52,131920.85
a91abe9db1a94886b904fd1de55b765f,30ABCDE3115F1Z856,21ABCDE9896F1Z45,INV-8049,2023-05-27,70068.54,12612.34,82680.87999999999
bde9451bdda74c9ba0aac90863ad1bca,20ABCDE3925F1Z841,11ABCDE9399F1Z46,INV-8091,2023-10-31,313498.87,56429.8,369928.67
5ccd9af9a88341dfba39ac1e9e5ec41c,19ABCDE2975F1Z691,11ABCDE9399F1Z46,INV-8094,2023-05-15,457765.38,82397.77,540163.15
ace30ddc10b54d34b1b14cbb88b22fef,10ABCDE3284F1Z750,33ABCDE2626F1Z49,INV-8096,2023-07-03,415354.36,74763.78,490118.14
400670f14abb432692df373718dcb798,21ABCDE2110F1Z665,15ABCDE2773F1Z41,INV-8129,2023-05-04,177076.44,31873.76,208950.2
b4e227c427d0469394630543a1b55849,19ABCDE2666F1Z1003,25ABCDE1216F1Z7,MISSPELLED-123,2023-09-12,441009.62,79381.73,520391.35
434ea05cb02341b9ab4f2d9714940790,28ABCDE6163F1Z602,29ABCDE3989F1Z31,INV-8190,2023-11-29,488460.79,87922.94,576383.73
a5fd40900ff74f638d26a9db0914f646,07BBBBB1145B1Z248,19ABCDE2700F1Z42,INV-8216,2023-10-15,374677.23,67440.1,442107.32999999996
324fa13dce8b40fdacc3405649175759,20ABCDE8514F1Z188,36ABCDE7412F1Z22,INV-8218,2023-10-08,329010.13,59220.02,388220.15
32e949e9afd94ee19e0ce47461e3264b,36ABCDE7838F1Z1078,18ABCDE1814F1Z2,INV-8279,2023-11-05,149924.29,26986.37,176910.66
ec1b72d11a7640829b61023061f629f3,14ABCDE6854F1Z966,29ABCDE1885F1Z37,INV-8293,2023-06-12,134094.7,24137.05,158231.75
27a710dae7b14dff894b7b308549f186,29ABCDE3456F1Z389,16ABCDE2783F1Z11,INV-8299,2023-09-25,171162.81,30809.31,201972.12
dce5846616974c32a54cc2341c1d923a,19ABCDE7061F1Z557,21ABCDE9896F1Z45,INV-8326,2024-01-18,121456.9,21862.24,143319.13999999998
e6babfe782c04c18bdfaf68bf1aa8551,16ABCDE4429F1Z704,13ABCDE3199F1Z27,INV-8337,2023-11-08,474580.11,85424.42,560004.53
bfd2760df56f47bfba8a295811f30744,25ABCDE5557F1Z572,29ABCDE7299F1Z30,INV-8343,2023-04-01,495352.38,89163.43,584515.81
9f709efabe294006a984a85f04cc9a60,07BBBBB3646B1Z197,25ABCDE8939F1Z26,INV-8360,2023-06-19,360790.6,64942.31,425732.91
76168004bf08445fad544b24bd82ed9b,33ABCDE6154F1Z895,31ABCDE4676F1Z28,INV-8373,2023-09-26,192334.34,34620.18,226954.52
08fdf8fb914c4d52aeb2d9fbb7d3384b,23ABCDE9672F1Z337,31ABCDE8067F1Z20,INV-8409,2023-06-26,112600.0,20268.0,132868.0
50cd69585b6d48f2a8df16b7d5ed6d6e,13ABCDE6098F1Z168,11ABCDE3573F1Z0,INV-8447,2023-06-03,92071.7,16572.91,108644.61
acb2a988f33c472cae3184ba16fbfcf9,11ABCDE4822F1Z407,13ABCDE1278F1Z36,INV-8482,2023-04-06,332156.19,59786.31,391932.5
5df0b40d74374d02b78c76e198f79bcd,22ABCDE3943F1Z208,33ABCDE2626F1Z49,INV-8488,2023-07-23,160943.64,28969.86,189913.5
575c4c15d5884688af0c8574cd8ad857,07BBBBB5161B1Z97,33ABCDE6274F1Z1,INV-8521,2023-05-09,110888.99,19960.02,130849.01000000001
aa278a3ed25646b6a76198d18afaa45a,17ABCDE4247F1Z369,23ABCDE9697F1Z23,INV-8535,2023-05-23,356598.46,64187.72,420786.18000000005
2fb0ca89c4be42c7a9cf869f7f762019,30ABCDE3115F1Z856,31ABCDE8067F1Z20,INV-8564,2024-01-20,314466.82,56602.23,371059.05
cacf129627b342d6bbf69913152e4bc1,22ABCDE8081F1Z655,35ABCDE6794F1Z24,INV-8565,2023-09-17,330348.08,59462.65,389810.73000000004
c065ca51de654236a612fca0e2dd54a7,20ABCDE4438F1Z171,17ABCDE6687F1Z19,INV-8591,2023-04-23,172294.93,31013.09,203308.02
d7c8e8cdff36412c9a8883f84d757abe,32ABCDE1655F1Z446,33ABCDE2626F1Z49,INV-8596,2024-01-13,274967.2,49494.1,324461.3
f399b09fdfd848cbacdb84bdbe2b55e4,33ABCDE5912F1Z241,18ABCDE1814F1Z2,INV-8617,2023-09-23,245334.59,44160.23,289494.82
ba825c39f1e14ae0bda0a424b3623369,17ABCDE8591F1Z1044,30ABCDE6530F1Z17,INV-8672,2023-09-20,126986.13,22857.5,149843.63
8fa2f476f8ee4e93a8976d0c22459ef6,30ABCDE1505F1Z442,27ABCDE6878F1Z44,INV-8673,2023-10-31,182200.97,32796.17,214997.14
935b6d9ac26541fcb649a995a7dd1f86,21ABCDE4726F1Z1008,25ABCDE8939F1Z26,INV-8693,2023-09-02,329034.64,59226.24,388260.88
c6d408d7f50349899fb3511bacaad20e,12ABCDE2905F1Z118,18ABCDE1814F1Z2,INV-8735,2023-06-11,467422.32,84136.02,551558.34
d026b93745944f46b4a5805b83292db5,30ABCDE3471F1Z745,17ABCDE6687F1Z19,INV-8745,2023-07-22,461493.08,83068.75,544561.8300000001
4a744f0607f142cfa283e313f7001f02,25ABCDE4358F1Z1036,33ABCDE2626F1Z49,INV-8794,2023-12-15,96609.22,17389.66,113998.88
40d9d46166b24c02862a5eef03eb4b6b,25ABCDE9668F1Z472,17ABCDE6687F1Z19,INV-8834,2023-07-27,445207.18,80137.29,525344.47
ffc6522b677b4370bf99c99ed4defe2a,24ABCDE4544F1Z247,13ABCDE1278F1Z36,INV-8844,2023-04-17,175270.21,31548.64,206818.84999999998
986fff10dc7c444abcabc9550d3c13ac,15ABCDE9697F1Z508,12ABCDE9263F1Z12,INV-8912,2023-07-02,441630.3,79493.45,521123.75
0842dbfb27ea49c58454e62ec2cab936,12ABCDE4680F1Z61,31ABCDE7167F1Z32,INV-8929,2023-12-01,284378.34,51188.1,335566.44
7ef014a0f6fc4742aff48ed4698ae20e,18ABCDE3479F1Z1106,27ABCDE6878F1Z44,INV-8954,2023-12-20,55212.64,9938.28,65150.92
2de62a6d6e6848f2a9d6fa0cdbd35b12,30ABCDE4005F1Z1053,33ABCDE2626F1Z49,INV-8955,2023-11-14,134422.31,24196.02,158618.33
82f70837835b4c6f9c75bfcf734204a9,19ABCDE9087F1Z362,27ABCDE6878F1Z44,INV-8993,2023-06-02,373036.39,67146.55,440182.94
4c7cbd65d3da45cab935eced7ff72c1b,18ABCDE6384F1Z1140,31ABCDE7167F1Z32,INV-8998,2023-06-25,186452.2,33561.4,220013.6
11eb97756a4946118732539fba12a09f,17ABCDE2947F1Z424,32ABCDE7693F1Z8,INV-9019,2023-05-05,320297.52,57653.55,377951.07
cc6aaa02db954e749070b43b391bca0c,07BBBBB9555B1Z153,36ABCDE7412F1Z22,INV-9023,2023-05-25,391613.77,70490.48,462104.25
cc6fc80a984f49988040fc6e87e421c5,24ABCDE2254F1Z172,32ABCDE7693F1Z8,INV-9075,2024-01-03,175638.39,31614.91,207253.30000000002
d8f3fb34651a491eb1fdda45972dac90,32ABCDE7720F1Z815,31ABCDE4676F1Z28,INV-9125,2023-06-23,387376.98,69727.86,457104.83999999997
6b3a2523b00443a786fe5d397435b4e5,28ABCDE9326F1Z510,35ABCDE9331F1Z9,INV-9160,2023-08-13,368603.53,66348.64,434952.17000000004
2275b1dafb184805982f90cbae987ade,13ABCDE2846F1Z545,16ABCDE8074F1Z40,INV-9203,2023-07-05,308134.43,55464.2,363598.63
64477601572544089b892367067b81b1,17ABCDE2277F1Z688,35ABCDE4671F1Z18,INV-9280,2023-12-27,66784.16,12021.15,78805.31
a373c21a77c44582a915113ff8a4fa55,07BBBBB2673B1Z305,31ABCDE7167F1Z32,INV-9289,2023-05-28,329177.59,59251.97,388429.56000000006
13119cd83571446a946a43a40a2b593b,28ABCDE8858F1Z1163,13ABCDE1278F1Z36,INV-9377,2023-11-29,497718.24,89589.28,587307.52
c79aea1fe04142689c3494f74a121dd5,17ABCDE8336F1Z1019,33ABCDE3742F1Z33,INV-9413,2024-01-20,110638.33,19914.9,130553.23000000001
b328c4e9b27b49909b60f30f55d60e0a,24ABCDE7103F1Z533,27ABCDE6371F1Z47,INV-9457,2023-07-17,334299.98,60174.0,394473.98
f9c649f49ef2402f952793d67cd57b03,16ABCDE8095F1Z621,35ABCDE5420F1Z38,MISSPELLED-123,2023-08-10,317383.11,57128.96,374512.07
9149da2e7b394148bee6d3224d02008a,36ABCDE1422F1Z173,13ABCDE1278F1Z36,INV-9515,2023-10-24,383198.82,68975.79,452174.61
bdfec691f0a74f8aab65a8ec98d5ce3a,18ABCDE4534F1Z392,11ABCDE5920F1Z25,INV-9619,2023-10-04,67983.1,12236.96,80220.06
45eb6f536e734171b25551d01aa31f7d,13ABCDE2951F1Z354,36ABCDE7412F1Z22,INV-9627,2023-08-27,281864.44,50735.6,332600.04
5cf70a1fbe7a4377943359612e818a54,36ABCDE4854F1Z88,14ABCDE8703F1Z4,INV-9629,2023-11-12,437741.87,78791.74,516523.61
c6a8d1bcd24443f1ac611a3468891324,31ABCDE3087F1Z514,27ABCDE6878F1Z44,INV-9639,2023-04-01,312501.8,56250.32,368752.12
46c6c85e64c743dc8cdefde3bdd98b04,10ABCDE6453F1Z196,12ABCDE5551F1Z35,INV-9642,2023-11-18,413871.1,74496.8,488367.89999999997
9b3960e205f749af80f07857a92b9578,25ABCDE8551F1Z1153,27ABCDE2814F1Z6,INV-9680,2023-09-03,274008.26,49321.49,323329.75
53737fca7121417fba54f8fbc9074282,23ABCDE6337F1Z277,17ABCDE6687F1Z19,INV-9721,2023-09-27,179874.38,32377.39,212251.77000000002
0fe4abba63664f108ca1a977e308c733,22ABCDE1681F1Z729,32ABCDE7693F1Z8,INV-9762,2024-01-15,213145.39,38366.17,251511.56
d94fafce16ec4512a066c9ce63df98ae,27ABCDE6642F1Z662,32ABCDE7693F1Z8,INV-9767,2023-10-02,146749.02,26414.82,173163.84
5fa01e45b2714f6287d232494c33f33d,12ABCDE4894F1Z778,25ABCDE8939F1Z26,INV-9800,2023-06-02,66403.73,11952.67,78356.4
39be00c5f42848f38cb6f58b0ee2b2fe,31ABCDE3087F1Z514,20ABCDE8432F1Z5,INV-9894,2024-01-18,327031.75,58865.71,385897.46
b5ea728155b641388436e645ca1a8001,36ABCDE4925F1Z643,35ABCDE5420F1Z38,INV-9923,2023-05-06,255046.38,45908.35,300954.73
fc0c9929997244c0b18dcf57f8b88f40,10ABCDE3284F1Z750,23ABCDE9697F1Z23,INV-9942,2023-05-16,346240.6,62323.31,408563.91
4a800d5a71fc4aa18fc33daaa8b39841,17ABCDE7092F1Z556,12ABCDE2824F1Z29,INV-9994,2023-12-15,284725.45,51250.58,335976.03
53c6fe6c15aa429fb49cc9c394a1ef77,15ABCDE4484F1Z1132,30ABCDE7513F1Z15,INV-10016,2023-04-23,465048.79,83708.78,548757.57
28ac8fa373fc424dabf81e230174f661,15ABCDE2773F1Z41,32ABCDE7693F1Z8,INV-10074,2023-07-11,82814.19,14904.75,97708.94
862767d199f84b58a1888a2db7e794e2,17ABCDE1790F1Z397,29ABCDE1885F1Z37,INV-10129,2023-09-22,90558.26,16298.69,106846.95
e2b35791d63d4105bc4bf8ff5d243d58,29ABCDE2784F1Z1002,20ABCDE8432F1Z5,INV-10131,2023-07-07,331020.64,59583.72,390604.36
69173ad2b2dc4a479520cda037947e49,25ABCDE7716F1Z219,12ABCDE5551F1Z35,INV-10178,2023-10-23,112790.68,20300.52,133081.19999999998
faa576be829b485bba8f02302b9b21b5,16ABCDE7838F1Z1054,27ABCDE6371F1Z47,INV-10359,2023-08-12,439804.06,79164.73,518968.79
d7816a191a18471e944e8313bc909f41,34ABCDE8198F1Z253,11ABCDE9399F1Z46,INV-10462,2023-09-11,478815.97,86185.07,564991.04
093bd9ef090844dc812451689e763855,36ABCDE5822F1Z897,19ABCDE2700F1Z42,INV-10480,2023-07-04,159329.69,28679.34,188009.03
0c2507329a224263912f2d5b63bc27d3,15ABCDE8550F1Z731,16ABCDE2783F1Z11,INV-10539,2023-07-22,213600.14,38448.03,252048.17
546a27577b6340bf952948cefa19c996,28ABCDE8598F1Z416,25ABCDE1216F1Z7,INV-10540,2023-04-03,285476.37,51385.75,336862.12
d0882250236f4f79bb38bad8f7407cd4,12ABCDE6661F1Z1052,22ABCDE6648F1Z3,INV-10553,2023-10-17,444197.05,79955.47,524152.52
75f1cac6ffb04968ab3336c0cf6596a3,23ABCDE6337F1Z277,27ABCDE2814F1Z6,INV-10565,2023-06-06,302378.68,54428.16,356806.83999999997
982d1c14c1b642c781f430364e8594c5,12ABCDE4800F1Z1194,12ABCDE9263F1Z12,INV-10574,2023-09-13,110827.55,19948.96,130776.51000000001
2700aa1ed13c4025bd1e6c2af874d499,20ABCDE3257F1Z1014,17ABCDE6687F1Z19,INV-10575,2023-10-24,419051.73,75429.31,494481.04
00c624669c954a40bb5447f36ba1abe2,07BBBBB3698B1Z281,17ABCDE6687F1Z19,INV-10578,2023-08-19,141450.32,25461.06,166911.38
4ed4a5ed2b694a61938fce6fb9fddf05,32ABCDE2548F1Z737,31ABCDE4676F1Z28,INV-10601,2023-09-19,355713.35,64028.4,419741.75
f55987f9da144b989b23d3e1e06e81da,13ABCDE7151F1Z470,12ABCDE5551F1Z35,INV-10611,2023-11-08,175518.3,31593.29,207111.59
045503dab57f4d0ca21d068d25bfc570,25ABCDE6703F1Z1018,16ABCDE8074F1Z40,INV-10613,2023-08-05,478940.8,86209.34,565150.14
5d25f018f3ff48a3969b7896f2faa893,34ABCDE6742F1Z1056,33ABCDE3742F1Z33,INV-10628,2023-10-26,171081.2,30794.62,201875.82
cfe7cfde514d4516988a810fbcf1d348,26ABCDE7298F1Z10,25ABCDE1216F1Z7,INV-10630,2023-11-25,240451.95,43281.35,283733.3
0c4fe2ce378b4c4f9b8be69d49e22c4a,18ABCDE2440F1Z239,13ABCDE1278F1Z36,INV-10665,2024-01-24,292158.28,52588.49,344746.77
cb95a473898b44e88dbbe51ba379df3b,36ABCDE7777F1Z823,31ABCDE7167F1Z32,INV-10690,2023-06-02,419206.6,75457.19,494663.79
804f882ed681463ca3ab3064f054c683,15ABCDE9848F1Z288,36ABCDE7412F1Z22,INV-10705,2023-05-02,256428.72,46157.17,302585.89
f685afa93f8147eab7e6f1450c9b58da,15ABCDE1019F1Z387,22ABCDE6648F1Z3,INV-10754,2023-05-19,262213.41,47198.41,309411.81999999995
be80fdc599944873877355c202b61925,10ABCDE5082F1Z612,14ABCDE4898F1Z43,INV-10759,2023-12-31,428554.49,77139.81,505694.3
e201f2c2e6cf4e5dbd4acf7d34f53241,10ABCDE6923F1Z599,33ABCDE2626F1Z49,INV-10780,2023-08-23,489373.42,88087.22,577460.64
20aeb694566248f1b2fb92c63f6177fd,23ABCDE1961F1Z868,15ABCDE2773F1Z41,INV-10791,2023-10-15,255657.61,46018.37,301675.98
d0f83f7b8a7a42998194c9b04814868d,12ABCDE4800F1Z1194,33ABCDE2626F1Z49,INV-10804,2023-04-02,357614.23,64370.56,421984.79
6ae99f45d8f74ad9a3efe467a4bcfce2,29ABCDE9837F1Z244,27ABCDE6878F1Z44,INV-10824,2023-10-09,452864.16,81515.55,534379.71
397dc17cb58d47b5b4fd8caeedbf042d,30ABCDE3787F1Z529,30ABCDE6530F1Z17,INV-10848,2023-08-16,276164.1,49709.54,325873.63999999996
9cf884a20d16424e8dc5ce0b0902381f,32ABCDE3766F1Z71,30ABCDE7513F1Z15,INV-10882,2023-05-03,400381.88,72068.74,472450.62
874693671e184d7097599bf6dbf7461e,28ABCDE1530F1Z1133,17ABCDE6687F1Z19,INV-10913,2023-09-19,296464.99,53363.7,349828.69
f874de9f2a0e4fa0b8ef2087333d3d4c,11ABCDE4242F1Z350,30ABCDE7513F1Z15,INV-11049,2023-04-09,446051.26,80289.23,526340.49
26c281bc05dd40b1a37edd3d94ef451e,26ABCDE2287F1Z1104,13ABCDE3199F1Z27,INV-11051,2023-08-21,54618.51,9831.33,64449.840000000004
abb2d77862d14974b4db4de4e234cebe,14ABCDE5687F1Z126,14ABCDE4898F1Z43,INV-11081,2024-01-04,142994.04,25738.93,168732.97
1ccf4e5436a745b89058f255ab5fdc57,07BBBBB4232B1Z98,22ABCDE6648F1Z3,INV-11125,2023-11-30,253173.26,45571.19,298744.45
c525af5e910b49c0b058b6e290d33a65,07BBBBB2076B1Z103,15ABCDE2773F1Z41,INV-11142,2024-01-08,459506.78,82711.22,542218.0
f2e0f7eb6a7c41d3ab6b2e8245032606,24ABCDE1708F1Z980,26ABCDE7298F1Z10,INV-11150,2023-05-11,466474.1,83965.34,550439.44
907551a370a641c5997661e241d7dcd1,26ABCDE2981F1Z810,18ABCDE3334F1Z13,INV-11208,2023-08-14,442568.27,79662.29,522230.56
be2f96b6babe42ca974f529410afb0c1,27ABCDE1838F1Z669,19ABCDE2700F1Z42,INV-11216,2023-10-13,448171.35,80670.84,528842.19
90dc1599b52e4b76ac75aa24ddd5d371,12ABCDE9188F1Z726,35ABCDE9331F1Z9,INV-11228,2023-11-25,451014.72,81182.65,532197.37
395fbdeb10a0472ba3fb7553d822457d,17ABCDE3922F1Z64,23ABCDE9697F1Z23,INV-11231,2023-08-05,118017.58,21243.16,139260.74
3fee891d86f146c3a5f36f6047b9f63e,07BBBBB9206B1Z355,19ABCDE2700F1Z42,INV-11254,2023-09-12,377884.82,68019.27,445904.09
07e8aa881e2143f690eea5b24a1e9f61,23ABCDE9939F1Z603,36ABCDE7412F1Z22,INV-11285,2023-12-09,394034.52,70926.21,464960.73000000004
7b2c01fafbcf4d89b4a6328b4000e953,34ABCDE3423F1Z565,32ABCDE7693F1Z8,INV-11294,2024-01-17,190543.71,34297.87,224841.58
83311abf522343e98ff89043f02dc72f,35ABCDE6394F1Z197,16ABCDE2783F1Z11,INV-11321,2023-05-25,228566.69,41142.0,269708.69
e680983f4728474f945d0db15025ba13,13ABCDE6098F1Z168,16ABCDE2783F1Z11,INV-11338,2023-08-28,434949.28,78290.87,513240.15
