EwbNo,DocNo,VehicleNo,Distance
374369502340,INV-3887,TS09AB1162,961
148380099656,INV-3888,TS09AB4571,145
184126927119,INV-3890,TS09AB4914,109
195207623019,INV-3891,TS09AB1766,18
664988695218,INV-3893,TS09AB1983,116
485837477685,INV-3894,TS09AB6342,616
505608756692,INV-3895,TS09AB7994,705
503376158663,INV-3898,TS09AB5510,578
176141000002,INV-3899,TS09AB5664,767
441339455397,INV-3900,TS09AB4157,671
755853386857,INV-3902,TS09AB4990,589
495904509226,INV-3903,TS09AB8356,791
279678549773,INV-3904,TS09AB1392,921
946724354510,INV-3905,TS09AB8950,271
809678516409,INV-3907,TS09AB7055,953
977292534695,INV-3908,TS09AB5137,472
495515921603,INV-3909,TS09AB2212,636
188555221171,INV-3910,TS09AB2746,531
882788419939,INV-3912,TS09AB4573,226
122008795880,INV-3913,TS09AB2445,630
496792545682,INV-3914,TS09AB1180,818
434400455502,INV-3915,TS09AB1296,673
614091748179,INV-3916,TS09AB1084,923
800441170698,INV-3917,TS09AB4487,307
233391687993,INV-3918,TS09AB3193,780
482237785679,INV-3920,TS09AB9579,324
246549715134,INV-3921,TS09AB9333,318
217290496732,INV-3922,TS09AB4228,461
855072458161,INV-3923,TS09AB1172,292
886251780445,INV-3924,TS09AB3573,859
739492208991,INV-3925,TS09AB3009,207
570728122433,INV-3926,TS09AB9340,212
330264332237,INV-3927,TS09AB6908,706
268050061204,INV-3928,TS09AB4384,431
395878859732,INV-3931,TS09AB4456,109
516530238349,INV-3932,TS09AB9835,619
284339700422,INV-3933,TS09AB5481,10
312971545214,INV-3934,TS09AB8425,946
713067990777,INV-3935,TS09AB6161,539
853195607724,INV-3936,TS09AB3719,519
297750583873,INV-3938,TS09AB4884,691
970172946380,INV-3939,TS09AB6856,130
281041183334,INV-3940,TS09AB5794,652
816889750951,INV-3941,TS09AB1857,695
308652470209,INV-3942,TS09AB8416,918
673646916321,INV-3943,TS09AB8766,255
195865321579,INV-3945,TS09AB9126,135
318376032187,INV-3947,TS09AB8567,900
982742659851,INV-3948,TS09AB4268,629
784023539789,INV-3949,TS09AB8008,841
258589219996,INV-3950,TS09AB2122,528
387306070126,INV-3951,TS09AB3206,627
462545178611,INV-3953,TS09AB2092,555
965191496587,INV-3954,TS09AB8229,875
617966477155,INV-3955,TS09AB4899,996
957611562770,INV-3956,TS09AB3336,483
261507023099,INV-3957,TS09AB1343,362
857739511337,INV-3958,TS09AB9638,87
130974410620,INV-3959,TS09AB8928,883
598426657257,INV-3961,TS09AB9303,362
821817051684,INV-3962,TS09AB3082,516
196360765645,INV-3963,TS09AB1726,461
291310461874,INV-3964,TS09AB5123,646
383707298444,INV-3965,TS09AB2724,838
414495807733,INV-3966,TS09AB8185,499
553295820983,INV-3967,TS09AB4124,979
779671741871,INV-3968,TS09AB6306,579
581636679468,INV-3970,TS09AB3570,779
575512710518,INV-3971,TS09AB6136,966
582758442150,INV-3972,TS09AB7089,293
948696112707,INV-3974,TS09AB4738,523
339778472761,INV-3975,TS09AB7196,725
447386379121,INV-3976,TS09AB7966,494
844262103426,INV-3977,TS09AB3342,525
387907402150,INV-3978,TS09AB6885,698
475288746795,INV-3980,TS09AB8523,500
296105293875,INV-3981,TS09AB6645,370
675717953487,INV-3982,TS09AB8039,871
520046820867,INV-3984,TS09AB4870,162
545698470323,INV-3985,TS09AB7126,837
298256490430,INV-3986,TS09AB1991,558
700481558639,INV-3987,TS09AB9041,765
714315809686,INV-3988,TS09AB5416,537
614446163278,INV-3989,TS09AB4782,113
630309964511,INV-3990,TS09AB1294,991
889067173841,INV-3991,TS09AB3923,535
592721606230,INV-3992,TS09AB5158,119
480997593254,INV-3993,TS09AB5907,103
299095912770,INV-3994,TS09AB9129,743
367073206317,INV-3995,TS09AB7564,759
867042824370,INV-3996,TS09AB9158,325
677131577507,INV-3997,TS09AB2171,714
270639842484,INV-3998,TS09AB6976,866
266501828756,INV-3999,TS09AB5391,627
214846840770,INV-4001,TS09AB5094,921
693212254797,INV-4002,TS09AB7601,524
590084119748,INV-4003,TS09AB1686,539
415557685276,INV-4004,TS09AB4001,605
405632431325,INV-4005,TS09AB5347,720
734114375164,INV-4006,TS09AB3265,325
875233931940,INV-4007,TS09AB9657,304
627754619124,INV-4008,TS09AB9189,109
493452147881,INV-4009,TS09AB8884,172
804418683735,INV-4011,TS09AB7350,827
451851762525,INV-4013,TS09AB7281,932
982116766326,INV-4016,TS09AB8520,479
342902796370,INV-4017,TS09AB8298,749
285597911724,INV-4018,TS09AB9520,149
828318439045,INV-4019,TS09AB7909,595
448658458287,INV-4020,TS09AB5925,363
397242356760,INV-4021,TS09AB7138,732
669070107830,INV-4022,TS09AB3113,12
545233291298,INV-4023,TS09AB4363,82
512854115946,INV-4024,TS09AB8371,521
265120122335,INV-4025,TS09AB4124,468
218909439668,INV-4026,TS09AB6304,499
742991001379,INV-4027,TS09AB6399,750
146894612098,INV-4028,TS09AB9809,671
834709482424,INV-4030,TS09AB4122,906
563254886984,INV-4031,TS09AB7360,152
743336605435,INV-4032,TS09AB6639,434
508983751186,INV-4033,TS09AB1942,803
943172611338,INV-4034,TS09AB4344,832
552734145011,INV-4035,TS09AB2797,384
393893792768,INV-4036,TS09AB5171,599
474380624796,INV-4037,TS09AB1325,519
714641182641,INV-4038,TS09AB3249,588
976123937829,INV-4040,TS09AB4742,114
131439292849,INV-4042,TS09AB5360,297
550487510154,INV-4043,TS09AB3128,352
329739965861,INV-4044,TS09AB3259,702
118164138973,INV-4045,TS09AB6570,108
503424732211,INV-4046,TS09AB9190,32
600882272326,INV-4047,TS09AB4472,777
657269858678,INV-4048,TS09AB6668,200
554152330313,INV-4050,TS09AB6464,709
788424194527,INV-4051,TS09AB7169,601
893658773074,INV-4052,TS09AB8044,924
900687138988,INV-4053,TS09AB8168,183
511999563347,INV-4054,TS09AB7965,829
390629956464,INV-4055,TS09AB8220,882
697270873058,INV-4056,TS09AB9696,511
903466792328,INV-4057,TS09AB8715,902
192414512728,INV-4058,TS09AB1547,662
807106670282,INV-4059,TS09AB9872,81
741223873044,INV-4060,TS09AB8789,416
598616753689,INV-4061,TS09AB4999,200
362552474329,INV-4062,TS09AB2309,656
297103501063,INV-4064,TS09AB7530,573
286194856239,INV-4065,TS09AB3572,199
575502165022,INV-4066,TS09AB7277,201
161220720901,INV-4068,TS09AB8926,636
352156516387,INV-4069,TS09AB2823,259
994813189593,INV-4070,TS09AB1200,399
486163237879,INV-4071,TS09AB4087,92
247597650178,INV-4073,TS09AB4219,754
832068143999,INV-4074,TS09AB1922,344
720306034040,INV-4075,TS09AB5236,492
825357320227,INV-4076,TS09AB7996,917
993929672932,INV-4077,TS09AB1856,780
435964371191,INV-4078,TS09AB6378,46
438187770596,INV-4079,TS09AB5122,319
463663671610,INV-4080,TS09AB5708,145
136676607413,INV-4081,TS09AB1824,496
931925792556,INV-4082,TS09AB2273,513
989631285444,INV-4083,TS09AB9382,217
178948295761,INV-4084,TS09AB6018,591
956864256109,INV-4086,TS09AB8832,628
645261194451,INV-4087,TS09AB5487,714
357456927435,INV-4088,TS09AB3980,351
328391937029,INV-4090,TS09AB1189,587
643359456721,INV-4091,TS09AB6653,576
998018201232,INV-4092,TS09AB1380,184
149199149300,INV-4093,TS09AB4379,724
982215258125,INV-4094,TS09AB6467,853
224931674713,INV-4095,TS09AB5884,273
220878560203,INV-4097,TS09AB9491,26
324443183028,INV-4098,TS09AB1522,877
739730007229,INV-4099,TS09AB9885,732
616032869428,INV-4100,TS09AB3974,505
144287107590,INV-4101,TS09AB1599,21
841721618147,INV-4102,TS09AB8902,805
897587077196,INV-4104,TS09AB8351,81
343404800545,INV-4105,TS09AB7914,495
384218498192,INV-4106,TS09AB7037,316
276095666638,INV-4107,TS09AB4142,160
575064225151,INV-4108,TS09AB2214,825
677529634606,INV-4109,TS09AB6092,532
163418709937,INV-4110,TS09AB4388,118
770640302018,INV-4111,TS09AB8680,130
601088742242,INV-4112,TS09AB7864,105
160259559649,INV-4113,TS09AB5358,174
207427092776,INV-4114,TS09AB8334,49
533715460826,INV-4115,TS09AB7023,555
560381005498,INV-4116,TS09AB8968,880
121321462677,INV-4117,TS09AB8169,893
249599612969,INV-4118,TS09AB1593,450
282799692490,INV-4119,TS09AB1187,549
384863859229,INV-4121,TS09AB4295,139
986233376005,INV-4122,TS09AB3022,888
987420451501,INV-4123,TS09AB3704,291
901533791004,INV-4124,TS09AB5389,623
307893201367,INV-4125,TS09AB6156,282
704079608239,INV-4126,TS09AB7164,135
813207065540,INV-4129,TS09AB4268,57
834063765026,INV-4130,TS09AB3997,267
567040394853,INV-4132,TS09AB6525,367
437665691807,INV-4133,TS09AB1256,158
755185118134,INV-4134,TS09AB2534,140
389236312633,INV-4136,TS09AB2051,397
569451316395,INV-4137,TS09AB3544,593
761259095324,INV-4138,TS09AB5001,987
239499790902,INV-4139,TS09AB4045,883
558462906699,INV-4140,TS09AB1426,239
337923659956,INV-4141,TS09AB9980,330
101148128309,INV-4142,TS09AB9849,735
161618665499,INV-4143,TS09AB1380,403
914946673059,INV-4144,TS09AB5543,598
512083581288,INV-4145,TS09AB6233,994
455766766879,INV-4146,TS09AB8242,567
844784512518,INV-4147,TS09AB6787,581
240153031495,INV-4150,TS09AB6802,220
531304693717,INV-4151,TS09AB5686,291
214377129897,INV-4152,TS09AB5185,526
516276140909,INV-4153,TS09AB4219,608
695108954245,INV-4154,TS09AB2368,120
333833887395,INV-4155,TS09AB5873,661
100454691300,INV-4156,TS09AB4195,309
750286253922,INV-4157,TS09AB9959,117
495225306752,INV-4158,TS09AB8275,253
355546511593,INV-4159,TS09AB6842,40
784918002829,INV-4160,TS09AB2152,277
339501775299,INV-4161,TS09AB1462,86
798980438025,INV-4162,TS09AB3246,17
764722935443,INV-4163,TS09AB2417,146
656863483928,INV-4164,TS09AB8816,165
199427824653,INV-4165,TS09AB2092,890
176331087554,INV-4166,TS09AB3419,145
779208098445,INV-4167,TS09AB5633,448
109340768185,INV-4168,TS09AB5160,229
747825599059,INV-4169,TS09AB7101,226
940020992027,INV-4170,TS09AB5063,441
309259475611,INV-4171,TS09AB5103,384
882357863990,INV-4172,TS09AB5401,935
146693069792,INV-4173,TS09AB7455,241
898358293799,INV-4174,TS09AB6492,627
156829830255,INV-4175,TS09AB3914,64
803599449105,INV-4176,TS09AB8724,619
654162516005,INV-4177,TS09AB6896,641
303334211225,INV-4178,TS09AB1519,660
804842740916,INV-4179,TS09AB3776,201
493718319928,INV-4180,TS09AB6722,875
641830747276,INV-4182,TS09AB7196,988
255785763083,INV-4183,TS09AB6607,597
430562396616,INV-4185,TS09AB4825,116
769483442148,INV-4186,TS09AB5156,236
455228522980,INV-4188,TS09AB6268,693
420573224148,INV-4189,TS09AB1401,182
566139126731,INV-4190,TS09AB6182,761
645577573268,INV-4191,TS09AB4669,651
386510923213,INV-4193,TS09AB4061,44
878464862251,INV-4196,TS09AB9817,877
257538819426,INV-4197,TS09AB1916,791
616603399985,INV-4199,TS09AB4721,400
391309992430,INV-4201,TS09AB9197,608
193961148062,INV-4202,TS09AB4994,653
628703375976,INV-4204,TS09AB7978,176
899603272575,INV-4205,TS09AB9876,41
615476265305,INV-4206,TS09AB1826,459
790210731955,INV-4207,TS09AB9504,27
561425829486,INV-4209,TS09AB2738,248
151674269550,INV-4210,TS09AB7289,430
193416148884,INV-4211,TS09AB8183,48
448805645453,INV-4214,TS09AB7989,254
639255331446,INV-4215,TS09AB9095,590
964063541276,INV-4216,TS09AB4171,774
888171276856,INV-4219,TS09AB8660,85
800465021335,INV-4220,TS09AB7586,488
211889932382,INV-4221,TS09AB3410,639
968214262678,INV-4222,TS09AB5928,318
794017231721,INV-4223,TS09AB8171,898
669126728447,INV-4225,TS09AB9059,229
471883755461,INV-4227,TS09AB1626,581
172670291581,INV-4228,TS09AB7977,282
348818775921,INV-4229,TS09AB3412,956
616931177874,INV-4230,TS09AB6698,844
697177337045,INV-4231,TS09AB8679,672
351921796134,INV-4233,TS09AB8001,976
410015289065,INV-4235,TS09AB4624,597
926138503506,INV-4236,TS09AB3397,838
826826630323,INV-4237,TS09AB3259,531
501067575315,INV-4238,TS09AB9253,771
279940589708,INV-4239,TS09AB5973,109
260886620720,INV-4240,TS09AB9794,89
210350130908,INV-4241,TS09AB9513,122
985626003047,INV-4243,TS09AB4097,385
818510455867,INV-4245,TS09AB8595,385
933748293940,INV-4246,TS09AB7939,47
772498104898,INV-4247,TS09AB2383,743
452821351421,INV-4248,TS09AB8575,220
989182665605,INV-4249,TS09AB2427,921
112672181419,INV-4250,TS09AB8881,736
598210940036,INV-4251,TS09AB7604,582
692534937002,INV-4252,TS09AB2093,83
544760491443,INV-4253,TS09AB6335,41
923964095281,INV-4254,TS09AB6727,633
340633970188,INV-4255,TS09AB9014,627
800643684797,INV-4256,TS09AB5729,36
315378631856,INV-4257,TS09AB4572,293
924821965443,INV-4258,TS09AB2892,545
899988874108,INV-4259,TS09AB1577,826
575873797438,INV-4260,TS09AB2585,969
479735863610,INV-4261,TS09AB4169,678
585594504711,INV-4262,TS09AB4255,87
293570468874,INV-4264,TS09AB2807,562
754165091460,INV-4265,TS09AB6572,851
197659792345,INV-4266,TS09AB5200,971
508188528287,INV-4267,TS09AB6032,843
298183449446,INV-4268,TS09AB7715,585
282762545792,INV-4269,TS09AB3818,692
924455165540,INV-4270,TS09AB6322,18
540561278706,INV-4271,TS09AB9692,230
925006950351,INV-4274,TS09AB5749,71
837891394383,INV-4275,TS09AB8110,648
786326539082,INV-4280,TS09AB3758,732
527805370417,INV-4281,TS09AB1154,552
978528176501,INV-4282,TS09AB4176,588
645087971613,INV-4283,TS09AB7988,276
764912489913,INV-4284,TS09AB8337,895
224614870204,INV-4286,TS09AB9219,513
690984203469,INV-4287,TS09AB9706,847
230695100363,INV-4288,TS09AB3239,594
835820072034,INV-4289,TS09AB2320,677
277419273636,INV-4290,TS09AB1189,776
343612753881,INV-4291,TS09AB1484,658
208104010694,INV-4292,TS09AB7734,932
256820122344,INV-4295,TS09AB2450,346
318213795882,INV-4297,TS09AB5899,338
443116802167,INV-4299,TS09AB1416,978
569482650307,INV-4300,TS09AB1333,653
375337494760,INV-4301,TS09AB6315,265
489967933765,INV-4302,TS09AB8837,904
515023355345,INV-4303,TS09AB4577,185
850117016233,INV-4304,TS09AB5081,575
506764967051,INV-4305,TS09AB1227,867
548591883149,INV-4306,TS09AB8411,571
506738994564,INV-4307,TS09AB8351,558
355658590420,INV-4308,TS09AB1499,84
608734224632,INV-4309,TS09AB2899,470
432472660041,INV-4310,TS09AB1300,391
755664737825,INV-4311,TS09AB7911,687
122200826606,INV-4312,TS09AB2421,458
705339672410,INV-4313,TS09AB7333,328
539893413890,INV-4314,TS09AB6098,54
628561156516,INV-4315,TS09AB2718,459
758336760536,INV-4317,TS09AB8768,861
574308873193,INV-4318,TS09AB7914,534
457256524960,INV-4319,TS09AB6761,744
829794791991,INV-4320,TS09AB1116,429
887087401482,INV-4322,TS09AB8619,795
934552762536,INV-4323,TS09AB2728,598
134609339352,INV-4325,TS09AB5422,722
696026655454,INV-4326,TS09AB3246,640
108498780175,INV-4327,TS09AB4835,653
199788214648,INV-4328,TS09AB4410,107
448317866491,INV-4329,TS09AB3718,665
544867220510,INV-4330,TS09AB4850,355
644080815750,INV-4331,TS09AB4574,393
392964012904,INV-4332,TS09AB4487,30
751074463275,INV-4335,TS09AB3598,173
203754486088,INV-4338,TS09AB9898,679
805596984317,INV-4339,TS09AB9177,839
273118010552,INV-4340,TS09AB7278,963
264775670309,INV-4341,TS09AB6077,724
652430074685,INV-4342,TS09AB1802,929
451468576900,INV-4343,TS09AB3468,892
719986787435,INV-4344,TS09AB4161,675
336081154810,INV-4345,TS09AB8935,34
631211583517,INV-4347,TS09AB9806,772
925625896022,INV-4348,TS09AB1745,316
350664380087,INV-4349,TS09AB7984,64
306235215667,INV-4351,TS09AB1224,476
687673129847,INV-4352,TS09AB1026,229
723515764526,INV-4354,TS09AB3288,924
848348048161,INV-4356,TS09AB1418,628
330997549409,INV-4357,TS09AB4330,397
929666888425,INV-4358,TS09AB5306,312
995361327657,INV-4360,TS09AB4156,324
734998510457,INV-4361,TS09AB7757,70
528101214247,INV-4362,TS09AB8371,889
624835261512,INV-4363,TS09AB4263,347
248275593913,INV-4364,TS09AB9094,309
631876601308,INV-4365,TS09AB5094,904
605355090173,INV-4366,TS09AB4315,951
747248939403,INV-4367,TS09AB7862,398
918162076136,INV-4368,TS09AB7674,631
797015678691,INV-4369,TS09AB9119,427
173455695254,INV-4370,TS09AB1118,111
450350129404,INV-4371,TS09AB3060,600
126878742035,INV-4372,TS09AB3168,79
466907142468,INV-4373,TS09AB7834,349
945340064656,INV-4374,TS09AB5247,284
911825720355,INV-4375,TS09AB8919,564
802524907649,INV-4376,TS09AB7114,188
141066019701,INV-4377,TS09AB7174,84
525658436895,INV-4378,TS09AB7409,790
590972660581,INV-4379,TS09AB3372,439
998439409492,INV-4380,TS09AB1130,691
678305878795,INV-4382,TS09AB5799,880
927631613156,INV-4383,TS09AB7039,114
534106768218,INV-4384,TS09AB5948,735
715350175563,INV-4385,TS09AB2013,467
669153411550,INV-4386,TS09AB3158,26
885925204422,INV-4387,TS09AB3838,270
874004787429,INV-4388,TS09AB2947,541
515748263297,INV-4389,TS09AB1276,920
535744672168,INV-4390,TS09AB1654,95
295880153035,INV-4391,TS09AB8822,617
802372108341,INV-4392,TS09AB4619,625
841646529790,INV-4394,TS09AB5512,804
458641812754,INV-4395,TS09AB8926,864
533045530284,INV-4396,TS09AB5543,610
953151383001,INV-4397,TS09AB7811,904
412581310566,INV-4398,TS09AB9579,388
412964967519,INV-4399,TS09AB7056,871
501706624022,INV-4400,TS09AB1852,778
245883834768,INV-4401,TS09AB7394,157
723147165670,INV-4402,TS09AB9604,796
550372201084,INV-4403,TS09AB3296,698
364589624636,INV-4404,TS09AB3028,185
290576160608,INV-4405,TS09AB8006,653
299913584343,INV-4406,TS09AB8208,882
804125113228,INV-4407,TS09AB5898,555
611586840023,INV-4408,TS09AB5606,214
404708755135,INV-4409,TS09AB1713,40
863291012159,INV-4410,TS09AB9782,28
943141736437,INV-4411,TS09AB6884,436
977102493749,INV-4412,TS09AB4487,944
717329085118,INV-4413,TS09AB7877,849
508507082997,INV-4414,TS09AB2939,388
222852754726,INV-4415,TS09AB8072,854
718918069747,INV-4416,TS09AB2784,684
653485385438,INV-4417,TS09AB8381,555
414155728427,INV-4418,TS09AB9155,352
821471259310,INV-4419,TS09AB1545,627
549069350318,INV-4420,TS09AB8707,258
105316077092,INV-4421,TS09AB3239,690
652446698865,INV-4422,TS09AB9377,583
470964741033,INV-4423,TS09AB5155,872
227122173752,INV-4425,TS09AB8092,940
661775061449,INV-4427,TS09AB7873,67
977080164241,INV-4428,TS09AB7451,233
844515135042,INV-4429,TS09AB6795,863
203409857081,INV-4430,TS09AB6277,363
522038832792,INV-4432,TS09AB7682,45
469112576727,INV-4433,TS09AB9186,259
153061842199,INV-4434,TS09AB1415,522
327676732754,INV-4435,TS09AB3826,423
525635466495,INV-4436,TS09AB6835,977
404298664267,INV-4437,TS09AB5767,185
692585052666,INV-4439,TS09AB5356,550
991754862347,INV-4440,TS09AB6556,364
450772257101,INV-4441,TS09AB5297,226
525022868210,INV-4442,TS09AB8460,206
194444288059,INV-4443,TS09AB5938,15
113006757144,INV-4444,TS09AB7162,903
336343836847,INV-4446,TS09AB4771,995
204007999533,INV-4447,TS09AB7826,779
745903859321,INV-4448,TS09AB2904,367
957757813079,INV-4449,TS09AB2012,428
630839873578,INV-4450,TS09AB1932,728
142568816908,INV-4451,TS09AB4230,976
406343551074,INV-4452,TS09AB1517,644
376251408819,INV-4453,TS09AB5942,537
894010007059,INV-4454,TS09AB5843,775
776979400104,INV-4455,TS09AB4184,836
618000349672,INV-4456,TS09AB6300,904
686717856588,INV-4457,TS09AB2222,853
785322328877,INV-4458,TS09AB6312,963
623398028743,INV-4459,TS09AB6961,544
559401543208,INV-4460,TS09AB5106,396
313890225942,INV-4461,TS09AB4088,210
703293915050,INV-4462,TS09AB5453,734
364849488262,INV-4465,TS09AB8270,528
121161452913,INV-4466,TS09AB7301,57
723885537372,INV-4467,TS09AB1398,642
336926128047,INV-4469,TS09AB2393,463
474444684818,INV-4470,TS09AB7163,736
330084865691,INV-4472,TS09AB6602,906
899355983823,INV-4473,TS09AB9669,987
470928137060,INV-4474,TS09AB5588,925
521281661515,INV-4475,TS09AB9364,214
445069568089,INV-4476,TS09AB4051,377
862178835559,INV-4478,TS09AB2657,395
643045300030,INV-4479,TS09AB9275,407
693509628297,INV-4480,TS09AB3083,553
697995167533,INV-4481,TS09AB7760,823
679799644902,INV-4482,TS09AB1898,800
124648285596,INV-4483,TS09AB5892,230
402059176507,INV-4484,TS09AB3988,558
645473504917,INV-4486,TS09AB2831,291
996380455486,INV-4487,TS09AB2852,992
379840764767,INV-4488,TS09AB5418,462
694707993802,INV-4490,TS09AB6887,265
259364608258,INV-4491,TS09AB3490,205
164238520746,INV-4493,TS09AB6357,658
813363850384,INV-4494,TS09AB9281,228
627738520100,INV-4495,TS09AB7126,91
781976732183,INV-4497,TS09AB9204,83
707519785122,INV-4498,TS09AB4488,19
902943384461,INV-4499,TS09AB7990,391
789798647238,INV-4500,TS09AB3721,870
623821754585,INV-4501,TS09AB6328,145
789702739506,INV-4502,TS09AB6515,35
777757790827,INV-4503,TS09AB8333,281
159133229213,INV-4504,TS09AB7514,847
613289001105,INV-4505,TS09AB4124,843
454565867821,INV-4506,TS09AB7115,78
429022158330,INV-4507,TS09AB9793,481
465459600439,INV-4508,TS09AB9482,112
750059073557,INV-4509,TS09AB8385,462
391290078167,INV-4511,TS09AB1748,538
902654096836,INV-4512,TS09AB2432,915
953710493184,INV-4513,TS09AB5292,568
465452370840,INV-4516,TS09AB7179,810
327925424023,INV-4517,TS09AB2097,900
592009230394,INV-4519,TS09AB1453,188
660672346701,INV-4520,TS09AB3455,289
568245670907,INV-4521,TS09AB9267,514
649073961778,INV-4522,TS09AB7840,847
251923262263,INV-4523,TS09AB7955,975
666267599045,INV-4524,TS09AB8408,538
681683257091,INV-4525,TS09AB4437,688
552450316193,INV-4526,TS09AB1088,486
606675575690,INV-4527,TS09AB1383,863
603990050839,INV-4528,TS09AB5967,686
748895365021,INV-4530,TS09AB7949,664
148670239450,INV-4531,TS09AB5103,784
686719563927,INV-4532,TS09AB3406,386
740431518099,INV-4533,TS09AB2539,113
511410049037,INV-4534,TS09AB4631,694
501015329194,INV-4535,TS09AB1027,59
783365369385,INV-4537,TS09AB9576,424
612000510657,INV-4538,TS09AB8724,638
499928633069,INV-4539,TS09AB3930,324
435873749799,INV-4542,TS09AB4597,384
590484333956,INV-4543,TS09AB9976,295
179732879602,INV-4544,TS09AB9863,551
451828685362,INV-4545,TS09AB9108,314
112021890514,INV-4546,TS09AB8490,575
208502997537,INV-4547,TS09AB3276,341
493134459912,INV-4549,TS09AB6526,883
246287591425,INV-4550,TS09AB6398,653
392908296585,INV-4551,TS09AB8788,651
595775697047,INV-4552,TS09AB4698,592
535553510369,INV-4553,TS09AB5408,193
583536157182,INV-4555,TS09AB7740,477
593495225977,INV-4556,TS09AB4267,855
802123020573,INV-4557,TS09AB1366,571
832967020116,INV-4558,TS09AB7773,970
670742758065,INV-4560,TS09AB6331,720
856346968339,INV-4561,TS09AB6640,947
261867775486,INV-4562,TS09AB6427,605
975263558144,INV-4563,TS09AB7837,553
161470902750,INV-4564,TS09AB2893,130
705909803813,INV-4565,TS09AB1382,918
703951789709,INV-4566,TS09AB1719,524
936729439699,INV-4567,TS09AB6553,969
650184183073,INV-4568,TS09AB6663,999
865463480992,INV-4569,TS09AB1505,686
893295742726,INV-4570,TS09AB3709,849
134951246545,INV-4571,TS09AB8409,431
509482847608,INV-4573,TS09AB2697,966
814231863612,INV-4574,TS09AB6762,593
570422263189,INV-4575,TS09AB5294,603
688132709854,INV-4576,TS09AB9886,713
807555613657,INV-4577,TS09AB2008,537
392923637810,INV-4578,TS09AB5202,678
597979479179,INV-4580,TS09AB2835,471
373941850142,INV-4581,TS09AB4915,809
483955968102,INV-4582,TS09AB5731,975
759467932244,INV-4585,TS09AB7669,813
152732999416,INV-4586,TS09AB5532,236
606513416739,INV-4587,TS09AB3073,279
132676994094,INV-4588,TS09AB6222,945
394462692998,INV-4589,TS09AB5156,860
962062531127,INV-4590,TS09AB2391,802
262584912062,INV-4591,TS09AB3905,727
403840920680,INV-4592,TS09AB3204,41
261542185946,INV-4593,TS09AB5914,165
277846052233,INV-4594,TS09AB9128,142
276728349665,INV-4595,TS09AB1544,379
632856763959,INV-4596,TS09AB2028,690
741837605986,INV-4597,TS09AB5243,662
663259332344,INV-4598,TS09AB9036,36
349957302825,INV-4599,TS09AB8598,198
259972184071,INV-4601,TS09AB6372,110
395284041345,INV-4602,TS09AB9319,786
957534807492,INV-4603,TS09AB6359,951
495924799741,INV-4604,TS09AB1154,44
654040459576,INV-4605,TS09AB7449,987
618280973550,INV-4606,TS09AB2318,325
401105063602,INV-4607,TS09AB3558,762
472040692331,INV-4608,TS09AB9526,629
654610370665,INV-4609,TS09AB8439,741
542764814423,INV-4610,TS09AB3714,782
548374137486,INV-4611,TS09AB9703,733
319213736351,INV-4612,TS09AB3551,525
846108751396,INV-4613,TS09AB3695,654
822820479502,INV-4614,TS09AB3372,433
867308471976,INV-4616,TS09AB1435,48
700245107439,INV-4617,TS09AB1064,62
643362151233,INV-4618,TS09AB5086,330
504030315521,INV-4619,TS09AB6022,829
704779616553,INV-4620,TS09AB3038,529
437750216188,INV-4621,TS09AB2458,865
125243127427,INV-4622,TS09AB1988,824
620109966668,INV-4624,TS09AB9678,562
678908566723,INV-4625,TS09AB7626,630
512803660497,INV-4626,TS09AB7558,511
255819602786,INV-4628,TS09AB3414,292
539804199576,INV-4629,TS09AB7302,507
307310938405,INV-4630,TS09AB2220,560
547047010042,INV-4631,TS09AB6182,515
429970721418,INV-4632,TS09AB4044,976
114004037206,INV-4633,TS09AB5572,390
869665680234,INV-4634,TS09AB7249,422
514639368701,INV-4635,TS09AB6842,464
707851536318,INV-4636,TS09AB8792,56
675418389427,INV-4637,TS09AB8999,311
157691323972,INV-4638,TS09AB9764,10
976068612755,INV-4639,TS09AB3540,931
952653720494,INV-4640,TS09AB3249,197
781268643652,INV-4641,TS09AB9970,615
983179779716,INV-4643,TS09AB2793,980
957307932381,INV-4645,TS09AB2204,811
848668521974,INV-4646,TS09AB2852,784
970759480466,INV-4648,TS09AB4045,62
192427864654,INV-4649,TS09AB1018,450
427074392521,INV-4650,TS09AB4760,102
508233077602,INV-4651,TS09AB6529,206
511888844818,INV-4652,TS09AB7121,991
438912316418,INV-4653,TS09AB3073,597
858839477916,INV-4654,TS09AB1054,687
377569685079,INV-4655,TS09AB2503,977
130103155687,INV-4656,TS09AB1081,166
295775093856,INV-4658,TS09AB9877,929
835277849773,INV-4659,TS09AB3962,328
789809977554,INV-4660,TS09AB7311,273
309004416839,INV-4661,TS09AB8768,767
124403306096,INV-4662,TS09AB1090,898
154303526679,INV-4663,TS09AB6676,222
501918875515,INV-4664,TS09AB5155,165
117207471125,INV-4665,TS09AB7083,484
168323918233,INV-4666,TS09AB3196,821
377288472659,INV-4667,TS09AB4712,421
355244921348,INV-4668,TS09AB6820,63
913141596280,INV-4669,TS09AB4316,488
422197488460,INV-4671,TS09AB3803,827
652217439134,INV-4672,TS09AB5182,452
561021553445,INV-4673,TS09AB2339,324
734539914083,INV-4674,TS09AB4287,595
375832187333,INV-4675,TS09AB3765,463
566687675410,INV-4676,TS09AB1083,915
661566209168,INV-4677,TS09AB6467,879
